Region;Country;City/station;concentrationPM10;YearPM10;AnnualmeanPM25;Yearpm25;nbLocations;Temporal coverage;Reference;Latitude;Longitude;convertedPM10;convertedPM25;yearMerged;version
AmrHI;Canada;Lac-Édouard;;;7;2010;Rural Forest;NA;;47.64722222;-72.29056;FALSE;FALSE;2010;2014
AmrHI;Canada;Lamont;;;8;2010;Rural Agricultural;NA;;53.7604;-112.88;FALSE;FALSE;2010;2014
AmrHI;Canada;Langley;10;2012;4;2012;residential (PM2.5), residential (PM10);94%;;49.09611111;-122.5663889;FALSE;FALSE;2012;2014
AmrHI;Canada;L'Assomption;;;10;2010;Urban Residential;NA;;45.8094167;-73.434733;FALSE;FALSE;2010;2014
AmrHI;Canada;Laval;;;11;2010;Urban Residential;NA;;45.5475;-73.74694;FALSE;FALSE;2010;2014
AmrHI;Canada;Lethbridge;22;;7;2010;Urban Residential;NA;;49.716214;-112.800604;TRUE;FALSE;2010;2014
AmrHI;Canada;London;23;;8;2010;Urban Commercial;NA;;43.006722;-81.206417;TRUE;FALSE;2010;2014
AmrHI;Canada;Longueuil;;;9;2010;Urban Residential, Urban Residential;;;;;FALSE;FALSE;2010;2014
AmrHI;Canada;Medicine Hat;23;;8;2010;Urban Residential;NA;;50.048931;-110.681162;TRUE;FALSE;2010;2014
AmrHI;Canada;Mississauga;;;8;2010;Urban Commercial;NA;;43.547;-79.6587;FALSE;FALSE;2010;2014
AmrHI;Canada;Moncton;17;;6;2010;Urban Residential;NA;;46.1014;-64.7896;TRUE;FALSE;2010;2014
AmrHI;Canada;Montréal;34;;11;2010;Urban Residential, Urban Commercial, Urban Commercial, Urban Commercial, Urban Residential, Urban Commercial, Urban Commercial, Urban Commercial, Urban Residential;;;;;TRUE;FALSE;2010;2014
AmrHI;Canada;Morrisburg;21;;7;2010;Urban Commercial;NA;;44.89975;-75.189944;TRUE;FALSE;2010;2014
AmrHI;Canada;Mount Pearl;;;3;2010;Urban Residential;NA;;47.50512777;-52.79476111;FALSE;FALSE;2010;2014
AmrHI;Canada;Nanaimo;14;;5;2012;2 residential stations (PM2.5),  (PM10);0.977988139;;49.20083333;-123.9938889;TRUE;FALSE;2012;2014
AmrHI;Canada;Nelson;12;2012;4;2012;residential (PM2.5), residential (PM10);96%;;49.49083333;-117.2952778;FALSE;FALSE;2012;2014
AmrHI;Canada;Newmarket;;;7;2010;Urban Residential;NA;;44.044306;-79.48325;FALSE;FALSE;2010;2014
AmrHI;Canada;North Bay;15;;5;2010;Urban Residential;NA;;46.32323;-79.44928;TRUE;FALSE;2010;2014
AmrHI;Canada;Notre-Dame-du-Rosaire;;;5;2010;Rural Forest;NA;;46.85083333;-70.45277777;FALSE;FALSE;2010;2014
AmrHI;Canada;Oakville;;;7;2010;Urban Residential;NA;;43.486917;-79.702278;FALSE;FALSE;2010;2014
AmrHI;Canada;Oshawa;22;;7;2010;Urban Residential;NA;;43.945944;-78.894917;TRUE;FALSE;2010;2014
AmrHI;Canada;Osoyoos;16;;5;2012;residential (PM2.5),  (PM10);0.94274635;;;;TRUE;FALSE;2012;2014
AmrHI;Canada;Ottawa;17;;6;2010;Urban Commercial, Urban Residential;;;;;TRUE;FALSE;2010;2014
AmrHI;Canada;Parry Sound;17;;6;2010;Urban Residential;NA;;45.3379;-80.0382;TRUE;FALSE;2010;2014
AmrHI;Canada;Peterborough;20;;7;2010;Urban Residential;NA;;44.301917;-78.346222;TRUE;FALSE;2010;2014
AmrHI;Canada;Pitt Meadow;;;4;2012;residential (PM2.5),  (PM10);99%;;49.2453;-122.709;FALSE;FALSE;2012;2014
AmrHI;Canada;Port Alice;;;12;2010;Urban Commercial;NA;;50.4264;-127.4881;FALSE;FALSE;2010;2014
AmrHI;Canada;Port Moody;11;2012;5;2012;commercial (PM2.5), commercial (PM10);100%;;49.28083;-122.84917;FALSE;FALSE;2012;2014
AmrHI;Canada;Port Stanley;23;;8;2010;Urban Commercial;NA;;42.672083;-81.162889;TRUE;FALSE;2010;2014
AmrHI;Canada;Powell River;;;2;2012;2 residential stations (PM2.5),  (PM10);95%;;49.8891;-124.5625;FALSE;FALSE;2012;2014
AmrHI;Canada;Prince Albert;16;;5;2010;Urban Commercial;NA;;53.2017;-105.752;TRUE;FALSE;2010;2014
AmrHI;Canada;Prince George;14;2012;6;2012;4 stations (3 commercial, 1 residential) (PM2.5), 2 stations (1 commercial, 1 residential) (PM10);98%;;;;FALSE;FALSE;2012;2014
AmrHI;Canada;Québec;28;;9;2010;Urban Residential, Urban Residential, Urban Residential;;;;;TRUE;FALSE;2010;2014
AmrHI;Canada;Quesnel;18;2012;7;2012;3 residential stations (PM2.5), 1 residential station (PM10);98%;;;;FALSE;FALSE;2012;2014
AmrHI;Canada;Red Deer;42;;14;2010;Urban Commercial;NA;;52.298807;-113.794105;TRUE;FALSE;2010;2014
AmrHI;Canada;Regina;33;;7;2010;Urban Commercial;NA;;50.4502;-104.617;TRUE;FALSE;2010;2014
AmrHI;Canada;Revelstoke;14;;5;2010;Urban Residential;NA;;50.98722222;-118.1883333;TRUE;FALSE;2010;2014
AmrHI;Canada;Richmond;;;4;2010;Urban Residential;NA;;49.1864;-123.152;FALSE;FALSE;2010;2014
AmrHI;Canada;Rouyn-Noranda;22;;7;2010;Urban Residential;NA;;48.23444;-78.98333;TRUE;FALSE;2010;2014
AmrHI;Canada;Saguenay;;;6;2010;Urban Residential;NA;;48.41639;-71.0525;FALSE;FALSE;2010;2014
AmrHI;Canada;Saint John;24;;8;2010;Urban Residential, Urban Residential, Urban Residential, Urban Residential;;;;;TRUE;FALSE;2010;2014
AmrHI;Canada;Saint-Anicet;;;10;2010;Rural Agricultural;NA;;45.1167;-74.2833;FALSE;FALSE;2010;2014
AmrHI;Canada;Saint-Jean-Sur-Richelieu;;;8;2010;Rural Agricultural;NA;;45.2942;-73.3489;FALSE;FALSE;2010;2014
AmrHI;Canada;Saint-Simon;;;7;2010;Rural Agricultural;NA;;45.71583;-72.84028;FALSE;FALSE;2010;2014
AmrHI;Canada;Sarnia;37;;12;2010;Urban Residential;NA;;42.9823;-82.4051;TRUE;FALSE;2010;2014
AmrHI;Canada;Saskatoon;22;;7;2010;Urban Commercial;NA;;52.13613;-106.66293;TRUE;FALSE;2010;2014
AmrHI;Canada;Senneterre;22;;7;2010;Rural Forest;NA;;48.4325;-77.19972;TRUE;FALSE;2010;2014
AmrHI;Canada;Sherbrooke;20;;7;2010;Urban Residential;NA;;45.4125;-71.874444;TRUE;FALSE;2010;2014
AmrHI;Canada;Simcoe;;;8;2010;Rural Agricultural;NA;;42.8569;-80.2703;FALSE;FALSE;2010;2014
AmrHI;Canada;Smithers;15;2012;;; (PM2.5), residential (PM10);98%;;54.7831;-127.178;FALSE;FALSE;2012;2014
AmrHI;Canada;Squamish;35;;13;2010;Urban Residential;NA;;49.7064;-123.154;TRUE;FALSE;2010;2014
AmrHI;Canada;St. Andrews;;;6;2010;Rural Undeveloped;NA;;45.081077;-67.074665;FALSE;FALSE;2010;2014
AmrHI;Canada;St. Catharines;25;;8;2010;Urban Commercial;NA;;43.1601;-79.2347;TRUE;FALSE;2010;2014
AmrHI;Canada;St. John's;;;8;2010;Urban Commercial;NA;;47.56;-52.7114;FALSE;FALSE;2010;2014
AmrHI;Canada;St. Zéphirin-de-Courval;;;7;2010;Rural Agricultural;NA;;46.0425;-72.66;FALSE;FALSE;2010;2014
AmrHI;Canada;St-Hilaire-de-Dorset;;;9;2010;Rural Forest;NA;;45.82472;-70.85583;FALSE;FALSE;2010;2014
AmrHI;Canada;Stukely-Sud;;;9;2010;Rural Forest;NA;;45.36583;-72.265;FALSE;FALSE;2010;2014
AmrHI;Canada;Sudbury;14;;5;2010;Urban Commercial;NA;;46.4757;-80.963;TRUE;FALSE;2010;2014
AmrHI;Canada;Telkwa;;;4;2010;Urban Residential;NA;;54.69111111;-127.0547222;FALSE;FALSE;2010;2014
AmrHI;Canada;Terrace;14;2012;;; (PM2.5), commercial (PM10);94%;;54.51833333;-128.5975;FALSE;FALSE;2012;2014
AmrHI;Canada;Thorsby;;;6;2010;Rural Agricultural;NA;;53.633;-114.42;FALSE;FALSE;2010;2014
AmrHI;Canada;Thunder Bay;13;;4;2010;Urban Residential;NA;;48.3794;-89.2902;TRUE;FALSE;2010;2014
AmrHI;Canada;Tingwick;;;10;2010;Rural Agricultural;NA;;45.9075;-71.94916666;FALSE;FALSE;2010;2014
AmrHI;Canada;Tiverton;;;6;2010;Rural Undeveloped;NA;;44.3145;-81.5497;FALSE;FALSE;2010;2014
AmrHI;Canada;Tomahawk;;;5;2010;Rural Agricultural;NA;;53.37255;-114.76835;FALSE;FALSE;2010;2014
AmrHI;Canada;Toronto;24;;8;2010;Urban Residential, Urban Residential, Urban Commercial, Urban Residential, Urban Commercial, Urban Commercial;;;;;TRUE;FALSE;2010;2014
AmrHI;Canada;Trois-Rivières;34;;11;2010;Urban Residential;NA;;46.3481;-72.5375;TRUE;FALSE;2010;2014
AmrHI;Canada;Vancouver;11;2012;4;2012;3 residential stations (PM2.5), 1 residential station (PM10);98%;;;;FALSE;FALSE;2012;2014
AmrHI;Canada;Vanderhoof;;;8;2010;Urban Residential;NA;;54.0163;-124.0061;FALSE;FALSE;2010;2014
AmrHI;Canada;Vernon;18;;5;2010;Urban Residential;NA;;50.2333;-119.283;TRUE;FALSE;2010;2014
AmrHI;Canada;Victoria;27;;8;2010;Urban Commercial;NA;;48.4292;-123.358;TRUE;FALSE;2010;2014
AmrHI;Canada;Whistler;12;;4;2010;Urban Residential;NA;;50.1439;-122.9611;TRUE;FALSE;2010;2014
AmrHI;Canada;Williams Lake;15;2012;;; (PM2.5), residential (PM10);100%;;52.1417;-122.153;FALSE;FALSE;2012;2014
AmrHI;Canada;Windsor;29;;10;2010;Urban Commercial, Urban Residential;;;;;TRUE;FALSE;2010;2014
AmrHI;Canada;Winnipeg;15;;6;2010;Urban Residential, Urban Commercial;;;;;TRUE;FALSE;2010;2014
AmrHI;Chile;Antofagasta;38;2009;16;;3 stations;NA;Sistema de Información Nacional de Calidad del Aire;;;FALSE;TRUE;2009;2014
AmrHI;Chile;Calama;71;2009;29;;4 stations;NA;Sistema de Información Nacional de Calidad del Aire;;;FALSE;TRUE;2009;2014
AmrHI;Chile;Calera, rural;41;2008;17;;1 station, rural;NA;Sistema de Información Nacional de Calidad del Aire;195815 E 6371858 N;;FALSE;TRUE;2008;2014
AmrHI;Chile;Chillán;62;2011;53;2011;1 station;NA;Sistema de Información Nacional de Calidad del Aire;720521 E 363542 N;;FALSE;FALSE;2011;2014
AmrHI;Chile;Concón;37;2011;15;;2 stations;NA;Sistema de Información Nacional de Calidad del Aire;;;FALSE;TRUE;2011;2014
AmrHI;Chile;Copiapó;66;2008;27;;3 stations;NA;Sistema de Información Nacional de Calidad del Aire;;;FALSE;TRUE;2008;2014
AmrHI;Chile;Coquimbo;34;2009;14;;2 stations;NA;Sistema de Información Nacional de Calidad del Aire;;;FALSE;TRUE;2009;2014
AmrHI;Chile;Iquique;35;2009;14;;3 stations;NA;Sistema de Información Nacional de Calidad del Aire;;;FALSE;TRUE;2009;2014
AmrHI;Chile;La Calera;58;2009;24;;1 station;NA;Sistema de Información Nacional de Calidad del Aire;294940 E 6370730 N;;FALSE;TRUE;2009;2014
AmrHI;Chile;La Cruz;45;2008;18;;1 station;NA;Sistema de Información Nacional de Calidad del Aire;291464 E 6367285 N;;FALSE;TRUE;2008;2014
AmrHI;Chile;La Quillota;36;2010;15;;4 stations;NA;Sistema de Información Nacional de Calidad del Aire;;;FALSE;TRUE;2010;2014
AmrHI;Chile;Los Andes;52;2010;21;;1 station;NA;Sistema de Información Nacional de Calidad del Aire;351534 E 6364623 N;;FALSE;TRUE;2010;2014
AmrHI;Chile;Machalì;38;2008;16;;1 station;NA;Sistema de Información Nacional de Calidad del Aire;359047 E 6214212 N;;FALSE;TRUE;2008;2014
AmrHI;Chile;Puente Alto;59;2011;22;2011;1 station;NA;Sistema de Información Nacional de Calidad del Aire;344719 E 6295935 N;;FALSE;FALSE;2011;2014
AmrHI;Chile;Rancagua;79;2012;54;2012;1 station;NA;Sistema de Información Nacional de Calidad del Aire;342020 E 6218520 N;;FALSE;FALSE;2012;2014
AmrHI;Chile;Rengo;53;2012;22;;1 station;NA;Sistema de Información Nacional de Calidad del Aire;329668 E 6192544 N;;FALSE;TRUE;2012;2014
AmrHI;Chile;San Fernando;52;2012;21;;1 station;NA;Sistema de Información Nacional de Calidad del Aire;317505 E 6171749 N;;FALSE;TRUE;2012;2014
AmrHI;Chile;San Pedro de la Paz;46;2011;27;2011;1 station;NA;Sistema de Información Nacional de Calidad del Aire;730555 E 365013 N;;FALSE;FALSE;2011;2014
AmrHI;Chile;Santiago;69;2011;26;2011;9 stations;NA;Sistema de Información Nacional de Calidad del Aire;;;FALSE;FALSE;2011;2014
AmrHI;Chile;Talca;69;2008;44;2008;1 station;NA;Sistema de Información Nacional de Calidad del Aire;256883 E 6075400 N;;FALSE;FALSE;2008;2014
AmrHI;Chile;Talcahuano;61;2009;20;2009;1 station;NA;Sistema de Información Nacional de Calidad del Aire;132748 E 5928589 N;;FALSE;FALSE;2009;2014
AmrHI;Chile;Temuco;70;2011;48;2011;2 stations;NA;Sistema de Información Nacional de Calidad del Aire;;;FALSE;FALSE;2011;2014
AmrHI;Chile;Tocopilla;52;2009;21;;2 stations;NA;Sistema de Información Nacional de Calidad del Aire;;;FALSE;TRUE;2009;2014
AmrHI;Chile;Viña del Mar;44;2012;13;2012;1 station;NA;Sistema de Información Nacional de Calidad del Aire;261803 E 6343569 N;;FALSE;FALSE;2012;2014
AmrHI;United States of America;Aberdeen, SD;13;;8;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Adrian, MI;15;;9;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Akron, OH;18;;11;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Albany, GA;18;;11;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Albany-Lebanon, OR;14;;8;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Albany-Schenectady-Troy, NY;13;;8;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Albuquerque, NM;12;;7;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Alexandria, LA;20;;12;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Allegan, MI;14;;9;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Allentown-Bethlehem-Easton, PA-NJ;21;;12;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Altoona, PA;19;;12;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Anchorage, AK;13;;8;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Anderson, IN;18;;11;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Ann Arbor, MI;16;;10;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Appleton, WI;14;;9;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Asheville, NC;15;;9;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Athens, OH;14;;9;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Athens, TN;15;;9;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Athens-Clarke County, GA;16;;9;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Atlanta-Sandy Springs-Marietta, GA;23;;14;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Atlantic City-Hammonton, NJ;14;;8;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Augusta-Richmond County, GA-SC;18;;11;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Augusta-Waterville, ME;14;;9;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Austin-Round Rock, TX;17;;10;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Bakersfield, CA;24;;15;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Baltimore-Towson, MD;20;;12;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Bangor, ME;12;;7;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Baraboo, WI;17;;10;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Baton Rouge, LA;19;;11;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Bay City, MI;13;;8;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Beaver Dam, WI;15;;9;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Beckley, WV;14;;8;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Bellingham, WA;7;;4;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Bennington, VT;11;;7;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Birmingham-Hoover, AL;20;;12;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Bishop, CA;11;;6;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Bismarck, ND;11;;6;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Bloomington, IN;17;;10;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Bloomington-Normal, IL;16;;9;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Boise City-Nampa, ID;17;;10;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Boone, NC;13;;8;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Boston-Cambridge-Quincy, MA-NH;16;;10;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Boulder, CO;12;;7;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Bowling Green, KY;17;;10;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Bradenton-Sarasota-Venice, FL;12;;7;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Brainerd, MN;8;;5;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Bremerton-Silverdale, WA;7;;4;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Bridgeport-Stamford-Norwalk, CT;16;;9;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Brigham City, UT;12;;7;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Brookings, SD;14;;9;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Brownsville-Harlingen, TX;16;;10;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Brunswick, GA;13;;8;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Buffalo-Niagara Falls, NY;16;;9;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Burlington, NC;14;;9;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Burlington-South Burlington, VT;12;;7;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Butte-Silver Bow, MT;19;;11;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Cadillac, MI;10;;6;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Cambridge, MD;13;;8;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Canton-Massillon, OH;21;;12;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Cape Coral-Fort Myers, FL;12;;7;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Casper, WY;9;;5;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Cedar Rapids, IA;16;;10;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Champaign-Urbana, IL;16;;10;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Charleston, WV;18;;11;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Charleston-North Charleston-Summerville, SC;16;;10;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
AmrHI;United States of America;Charlotte-Gastonia-Concord, NC-SC;16;;10;2012;NA;NA;US EPA Particulate Matter National Trends, US EPA, 2013.;;;TRUE;FALSE;2012;2014
