Region;iso3;Country;City/Town;concentrationPM10;AnnualmeanPM25;Year;nbLocationsPM25;Temporal coverage;Reference;Latitude;Longitude;convertionPM10;convertionPM25;nbLocationspm10;version;convertedpm10;convertedpm25
Eur HI;BEL;Belgium;ROESELAERE;28;19;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;2 stations, background, suburban;2016;FALSE;TRUE
Eur HI;BEL;Belgium;SAINTE-ODE;13;9;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;BEL;Belgium;SERAING;25;16;2013;1 station, industrial, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, industrial, suburban;2016;FALSE;FALSE
Eur HI;BEL;Belgium;SOMME-LEUZE;16;11;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;BEL;Belgium;STEENOKKERZEEL;25;17;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;BEL;Belgium;TOURNAI;21;14;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;BEL;Belgium;VEURNE;24;16;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;BEL;Belgium;VIELSALM;13;9;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;BEL;Belgium;VILVOORDE;27;18;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, suburban;2016;FALSE;TRUE
Eur HI;BEL;Belgium;VIROINVAL;15;10;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;BEL;Belgium;ZELZATE;30;20;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, industrial, suburban;2016;FALSE;TRUE
Eur HI;BEL;Belgium;ZWEVEGEM;27;18;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;BEL;Belgium;ZWIJNDRECHT;29;20;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, industrial, suburban;2016;FALSE;TRUE
Sear;BTN;Bhutan;Thimphu;78;43;2012;;;Brief report on air quality status over 2011-2012, Climate Change Division, National environment commission, 2017;;;measured data;converted from PM10;4 stations, Mixed (residential, commercial or both), and Sensitive area (hospitals, schools, or sensitive ecosystem);2016;FALSE;TRUE
Amr LMI;BOL;Bolivia, Plurinational States of;Cochabamba;60;32;2014;;;Contaminacion Atmosferica, Gestion 2014, RED MoniCA;;;measured data;converted from PM10;3 stations, Urban;2016;FALSE;TRUE
Amr LMI;BOL;Bolivia, Plurinational States of;La Paz;82;44;2013;;;Air Quality Standards for Particulate Matter (PM) at high altitude cities.;;;measured data;converted from PM10;1 station, Urban;2016;FALSE;TRUE
Eur LMI;BIH;Bosnia and Herzegovina;SARAJEVO;50;30;2010;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background urban;2016;FALSE;TRUE
Eur LMI;BIH;Bosnia and Herzegovina;TUZLA;106;65;2010;2 stations, traffic urban;;European Environment Agency, Air quality e-reporting database;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Amr LMI;BRA;Brazil;Americana, REGIÃO METROPOLITANA DE CAMPINAS;36;16;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Araçatuba, INTERIOR DO ESTADO;34;16;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Araraquara, INTERIOR DO ESTADO;34;16;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Araucária;31;14;2012;;;Relatório annual da qualidade do ar na região metropolitana de curitiba, Ano de 2012;;;measured data;converted from PM10;3 stations, commercial and industrial;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Barra Mansa, REGIÃO DO MÉDIO PARAÍBA;28;13;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;2 stations, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Bauru, INTERIOR DO ESTADO;29;13;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Campinas, REGIÃO METROPOLITANA DE CAMPINAS;35;16;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Campos, REGIÃO DO NORTE FLUMINENSE;26;12;2014;1 station, NA;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Amr LMI;BRA;Brazil;Canoas, REGIÃO METROPOLITANA DE PORTO ALEGRE;29;13;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Cantagalo - Euclidelândia, REGIÃO SUL;20;9;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Catanduva, INTERIOR DO ESTADO;41;19;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Charqueadas, REGIÃO METROPOLITANA DE PORTO ALEGRE;29;13;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Colombo;39;18;2012;;;Relatório annual da qualidade do ar na região metropolitana de curitiba, Ano de 2012;;;measured data;converted from PM10;1 station, commercial and industrial;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Cordeirópolis – Módolo, INTERIOR DO ESTADO;38;17;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Cubatão, REGIÃO METROPOLITANA DA BAIXADA SANTISTA;69;31;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;3 stations, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Curitiba;24;11;2012;;;Relatório annual da qualidade do ar na região metropolitana de curitiba, Ano de 2012;;;measured data;converted from PM10;3 stations, residential (Bairro), commercial, industrial;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Gravataí, REGIÃO METROPOLITANA DE PORTO ALEGRE;16;7;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Itaboraí , REGIÃO METROPOLITANA DO RIO DE JANEIRO;46;18;2014;1 station, NA;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;measured data;2 stations, NA;2016;FALSE;FALSE
Amr LMI;BRA;Brazil;Itaguaí, REGIÃO METROPOLITANA DO RIO DE JANEIRO;31;14;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;2 stations, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Jaboticabal, INTERIOR DO ESTADO;38;17;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Jacarei, REGIÃO METROPOLITANA DO VALE DO PARAÍBA E LITORAL NORTE;25;11;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Japeri, REGIÃO METROPOLITANA DO RIO DE JANEIRO;33;15;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Jaú, INTERIOR DO ESTADO;25;11;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Jundiaí, INTERIOR DO ESTADO;30;14;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Limeira – Boa Vista, INTERIOR DO ESTADO;41;19;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Madre de Deus, REGIÃO METROPOLITANA DE SALVADOR;12;5;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Malembá, REGIÃO METROPOLITANA DE SALVADOR;18;8;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Marília, INTERIOR DO ESTADO;22;10;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Paulínia, REGIÃO METROPOLITANA DE CAMPINAS;40;18;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;2 stations, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Piracicaba, INTERIOR DO ESTADO;38;15;2014;1 station, NA;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;measured data;1 station, NA;2016;FALSE;FALSE
Amr LMI;BRA;Brazil;Porto Real, REGIÃO DO MÉDIO PARAÍBA;17;8;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Presidente Prudente, INTERIOR DO ESTADO;21;10;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Quatis, REGIÃO DO MÉDIO PARAÍBA;27;12;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;REGIÃO METROPOLITANA DE SÃO PAULO;35;19;2014;8 stations, NA;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;measured data;24 stations, NA;2016;FALSE;FALSE
Amr LMI;BRA;Brazil;REGIÃO METROPOLITANA DO RIO DE JANEIRO;49;16;2014;17 stations, NA;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;measured data;26 stations, NA;2016;FALSE;FALSE
Amr LMI;BRA;Brazil;Resende, REGIÃO DO MÉDIO PARAÍBA;29;13;2014;1 station, NA;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;measured data;1 station, NA;2016;FALSE;FALSE
Amr LMI;BRA;Brazil;Rio Claro, INTERIOR DO ESTADO;56;26;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Santa Gertrudes – Jd. Luciana, INTERIOR DO ESTADO;95;44;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Santos, REGIÃO METROPOLITANA DA BAIXADA SANTISTA;39;18;2014;1 station, NA;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;measured data;2 stations, NA;2016;FALSE;FALSE
Amr LMI;BRA;Brazil;São José do Rio Preto, INTERIOR DO ESTADO;39;16;2014;1 station, NA;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;measured data;1 station, NA;2016;FALSE;FALSE
Amr LMI;BRA;Brazil;São José dos Campos, REGIÃO METROPOLITANA DO VALE DO PARAÍBA E LITORAL NORTE;30;14;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Seropédica, REGIÃO METROPOLITANA DO RIO DE JANEIRO;31;15;2014;1 station, NA;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;measured data;1 station, NA;2016;FALSE;FALSE
Amr LMI;BRA;Brazil;Sorocaba, REGIÃO METROPOLITANA DE SOROCABA;39;18;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Tatuí, REGIÃO METROPOLITANA DE SOROCABA;24;11;2014;;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;BRA;Brazil;Volta Redonda, REGIÃO DO MÉDIO PARAÍBA;33;14;2014;1 station, background, suburban;;Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente;;;measured data;measured data;8 stations, background, suburban;2016;FALSE;FALSE
Eur LMI;BGR;Bulgaria;BLAGOEVGRAD;39;28;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, industrial, suburban;2016;FALSE;TRUE
Eur LMI;BGR;Bulgaria;Burgas;36;26;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;"3 stations, backgroundm, urban/suburban; industrial, suburban";2016;FALSE;TRUE
Eur LMI;BGR;Bulgaria;Devnia;27;19;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, industrial, suburban;2016;FALSE;TRUE
Eur LMI;BGR;Bulgaria;Dimitrovgad;59;42;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur LMI;BGR;Bulgaria;Dolny Voden;54;38;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, industrial, urban;2016;FALSE;TRUE
Eur LMI;BGR;Bulgaria;Galabovo;36;25;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur LMI;BGR;Bulgaria;GORNA ORIAHOVICA;43;31;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur LMI;BGR;Bulgaria;HASKOVO;46;33;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur LMI;BGR;Bulgaria;Kardjaly;40;28;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur LMI;BGR;Bulgaria;LOVECH;39;28;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur LMI;BGR;Bulgaria;MONTANA;52;37;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur LMI;BGR;Bulgaria;Pazarjik;46;33;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur LMI;BGR;Bulgaria;Pernik;47;31;2013;1 station, background, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, background, suburban;2016;FALSE;FALSE
